,OBJECTID,Region,Division,ID,School,Municipali,Legislativ,Total_Enro,Total_Inst,Color_Code,Barangay,Province,District,Type_of_Sc,Rooms_used,Rooms_unused
142,143,Region XI,Compostela Valley,128353,Maco CES,MACO,2nd,1112,30,Blue,Binuangan,COMPOSTELA VALLEY,Maco North,School with no Annexes,27.0,0.0
143,144,Region XI,Compostela Valley,304193,Maco NHS,MACO,2nd,2456,51,Yellow,Binuangan,COMPOSTELA VALLEY,Maco North,Mother school,48.0,0.0
144,145,Region XI,Tagum City,304261,Tagum National Trade Sschool,CITY OF TAGUM (Capital),1st,1669,43,Blue,Apokon,DAVAO DEL NORTE,Tagum City Central,School with no Annexes,20.0,0.0
145,146,Region XI,Davao del Sur,129002,Mana CES,MALITA,2nd,642,17,Blue,MANA,DAVAO DEL SUR,Malita South,School with no Annexes,23.0,0.0
146,147,Region XI,Davao del Sur,128977,Malita CES,MALITA,2nd,1460,29,Yellow,POBLACION,DAVAO DEL SUR,Malita North,School with no Annexes,34.0,0.0
147,148,Region XI,Davao del Sur,128847,Mabuhay ES,DON MARCELINO,2nd,413,5,Red,Mabuhay,DAVAO DEL SUR,Don Marcelino,School with no Annexes,4.0,0.0
148,149,Region XI,Davao del Sur,128980,Nawan PS,MALITA,2nd,162,3,Gold,PANGIAN,DAVAO DEL SUR,Malita North,School with no Annexes,3.0,0.0
149,150,Region XI,Davao del Sur,205025,Kangko PS,MALITA,2nd,261,0,Black,DEMOLOC,DAVAO DEL SUR,Malita North,School with no Annexes,0.0,0.0
150,151,Region XI,Davao del Sur,304271,Demolok Valley NHS,MALITA,2nd,357,4,Red,Demolok,DAVAO DEL SUR,Malita North,School with no Annexes,5.0,0.0
151,152,Region XI,Davao del Sur,128967,Felis PS,MALITA,2nd,160,3,Gold,FELIS,DAVAO DEL SUR,Malita North,School with no Annexes,3.0,0.0
152,153,Region XI,Davao del Sur,128850,Jose Villanueva ES,DON MARCELINO,2nd,400,6,Red,NUEVA VILLA,DAVAO DEL SUR,Don Marcelino,School with no Annexes,8.0,0.0
153,154,Region XI,Davao del Sur,128844,William Joyce ES,DON MARCELINO,2nd,489,10,Yellow,Lapuan,DAVAO DEL SUR,Don Marcelino,School with no Annexes,10.0,0.0
154,155,Region XI,Davao del Sur,304287,Mariano Peralta NHS,MALITA,2nd,2476,37,Red,Poblacion,DAVAO DEL SUR,Malita North,School with no Annexes,43.0,0.0
155,156,Region XI,Davao del Sur,128998,Lenna ES,MALITA,2nd,199,2,Red,LITTLE BAGUIO,DAVAO DEL SUR,Malita South,School with no Annexes,4.0,0.0
156,157,Region XI,Davao del Sur,128993,Kibalatong PS,MALITA,2nd,218,5,Blue,KIVALATONG,DAVAO DEL SUR,Malita South,School with no Annexes,4.0,0.0
157,158,Region XI,Davao del Sur,128972,Kilalag ES,MALITA,2nd,558,7,Red,KILALAG,DAVAO DEL SUR,Malita North,School with no Annexes,9.0,0.0
158,159,Region XI,Davao del Sur,128966,Domingo Bautista Sr. PS,MALITA,2nd,190,2,Red,"AGDAO, TUBALAN",DAVAO DEL SUR,Malita North,School with no Annexes,2.0,0.0
159,160,Region XI,Davao del Sur,128984,Julian M. Turado Elem. School,MALITA,2nd,561,11,Gold,DEMOLOC,DAVAO DEL SUR,Malita North,School with no Annexes,12.0,0.0
160,161,Region XI,Davao del Sur,205029,Sitio Guisok-BEAM PS,MALITA,2nd,51,2,Blue,DEMOLOC,DAVAO DEL SUR,Malita North,School with no Annexes,2.0,0.0
161,162,Region XI,Davao del Sur,128853,Tador & Masaglang ES,DON MARCELINO,2nd,492,7,Red,Kiobog,DAVAO DEL SUR,Don Marcelino,School with no Annexes,7.0,0.0
162,163,Region XI,Davao del Sur,205028,Kibatang PS,DON MARCELINO,2nd,205,4,Gold,DALUPAN,DAVAO DEL SUR,Don Marcelino,School with no Annexes,0.0,0.0
163,164,Region XI,Davao del Sur,128964,Mariano Calungsod Regis ES (Bolila ES),MALITA,2nd,334,9,Blue,TIMOG BOLILA,DAVAO DEL SUR,Malita North,School with no Annexes,8.0,1.0
164,165,Region XI,Davao del Sur,304266,Basiawan NHS,SANTA MARIA,2nd,511,13,Blue,Basiawan,DAVAO DEL SUR,Sta. Maria East,School with no Annexes,10.0,0.0
165,166,Region XI,Davao del Sur,129111,Jose Timbol Sr. CES,SANTA MARIA,2nd,1592,34,Yellow,POBLACION,DAVAO DEL SUR,Sta. Maria West,School with no Annexes,34.0,0.0
166,167,Region XI,Compostela Valley,304205,Nabunturan NCHS,NABUNTURAN (Capital),2nd,2943,75,Blue,Poblacion,COMPOSTELA VALLEY,Nabunturan West,Mother school,69.0,0.0
167,168,Region XI,Tagum City,304225,Tagum City National Comprehensive High School,CITY OF TAGUM (Capital),1st,2741,43,Red,Mankilam,DAVAO DEL NORTE,Tagum City North,School with no Annexes,45.0,0.0
168,169,Region XI,Compostela Valley,128421,Tan-Awan ES,MAWAB,2nd,58,3,Blue,Malinawon,COMPOSTELA VALLEY,Mawab,School with no Annexes,3.0,0.0
169,170,Region XI,Tagum City,304261,Tagum National Trade Sschool,CITY OF TAGUM (Capital),1st,1669,43,Blue,Apokon,DAVAO DEL NORTE,Tagum City Central,School with no Annexes,20.0,0.0
170,171,Region XI,Tagum City,128768,APOKON ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1600,28,Red,Apokon,DAVAO DEL NORTE,Tagum City Central,School with no Annexes,34.0,0.0
171,172,Region XI,Tagum City,128795,MANGGA ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1899,30,Red,Visayan Village,DAVAO DEL NORTE,Tagum City South,School with no Annexes,28.0,0.0
172,173,Region XI,Compostela Valley,128419,Sawangan ES,MAWAB,2nd,244,7,Blue,Sawangan,COMPOSTELA VALLEY,Mawab,School with no Annexes,6.0,0.0
173,174,Region XI,Compostela Valley,128408,Guisok PS,MAWAB,2nd,44,3,Blue,"Guisok, Poblacion",COMPOSTELA VALLEY,Mawab,School with no Annexes,2.0,0.0
174,175,Region XI,Compostela Valley,204008,Lower Panansalan PS,COMPOSTELA,1st,44,2,Blue,Panansalan,COMPOSTELA VALLEY,Compostela,School with no Annexes,2.0,0.0
175,176,Region XI,Compostela Valley,204014,Tugunan ES,NABUNTURAN (Capital),2nd,45,1,Blue,Katipunan,COMPOSTELA VALLEY,Nabunturan East,School with no Annexes,2.0,0.0
176,177,Region XI,Compostela Valley,128465,Dauman ES,MONTEVISTA,1st,221,6,Blue,Dauman,COMPOSTELA VALLEY,Montevista,School with no Annexes,5.0,0.0
177,178,Region XI,Compostela Valley,304176,Babag NHS,MONKAYO,1st,524,10,Gold,Babag,COMPOSTELA VALLEY,Moncayo,School with no Annexes,10.0,0.0
178,179,Region XI,Compostela Valley,128452,San Jose ES,MONKAYO,1st,201,6,Blue,San Jose,COMPOSTELA VALLEY,Moncayo,School with no Annexes,4.0,0.0
179,180,Region XI,Compostela Valley,128450,Samuag ES,MONKAYO,1st,402,12,Blue,Salvacion,COMPOSTELA VALLEY,Moncayo,School with no Annexes,15.0,0.0
180,181,Region XI,Compostela Valley,128439,Moncayo CES,MONKAYO,1st,2301,65,Blue,Poblacion,COMPOSTELA VALLEY,Moncayo,School with no Annexes,45.0,0.0
181,182,Region XI,Tagum City,128785,UNION ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1435,23,Red,Mankilam,DAVAO DEL NORTE,Tagum City North,School with no Annexes,26.0,0.0
182,183,Region XI,Tagum City,128772,RIZAL I ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1663,34,Yellow,Magugpo South,DAVAO DEL NORTE,Tagum City Central,School with no Annexes,32.0,0.0
183,184,Region XI,Davao del Norte,128713,New Bohol ES,NEW CORELLA,1st,258,7,Blue,NEW BOHOL,DAVAO DEL NORTE,New Corella,School with no Annexes,6.0,3.0
184,185,Region XI,Davao del Norte,128700,Cabidianan ES,NEW CORELLA,1st,243,6,Blue,CABIDIANAN,DAVAO DEL NORTE,New Corella,School with no Annexes,6.0,0.0
185,186,Region XI,Davao del Norte,204502,Manguangan ES,NEW CORELLA,1st,139,5,Blue,MAMBING,DAVAO DEL NORTE,New Corella,School with no Annexes,5.0,0.0
186,187,Region XI,Davao del Norte,128706,Guadalupe ES,NEW CORELLA,1st,174,4,Blue,LIMBAAN,DAVAO DEL NORTE,New Corella,School with no Annexes,4.0,0.0
187,188,Region XI,Davao del Norte,128707,Kauswagan PS,NEW CORELLA,1st,89,2,Blue,LIMBAAN,DAVAO DEL NORTE,New Corella,School with no Annexes,1.0,0.0
188,189,Region XI,Davao del Norte,128719,San Roque ES,NEW CORELLA,1st,527,11,Yellow,SAN ROQUE,DAVAO DEL NORTE,New Corella,School with no Annexes,7.0,0.0
189,190,Region XI,Davao del Norte,128704,El Salvador ES,NEW CORELLA,1st,184,4,Yellow,EL SALVADOR,DAVAO DEL NORTE,New Corella,School with no Annexes,4.0,0.0
190,191,Region XII,Sarangani,316637,Tagaytay Integrated School,ALABEL (Capital),Lone,41,0,Black,,SARANGANI,West Alabel,School with no Annexes,2.0,0.0
191,192,CARAGA,Surigao del Sur,317921,Wakat ISS,BAROBO,2nd,169,0,Black,Wakat,SURIGAO DEL SUR,Barobo I,School with no Annexes,2.0,0.0
192,193,Region XI,Tagum City,128777,LA FILIPINA ELEMENTARY SCHOOL,CITY OF TAGUM (Capital),1st,1265,20,Red,La Filipina,DAVAO DEL NORTE,Tagum City North,School with no Annexes,21.0,0.0
193,194,Region XI,Davao City,129474,Tawantawan ES,DAVAO CITY,3rd,545,15,Blue,Tawantawan,DAVAO DEL SUR,Baguio,School with no Annexes,13.0,1.0
194,195,Region XI,Davao City,304384,Marilog NHS - Marahan NHS,DAVAO CITY,3rd,328,5,Red,MARAHAN,DAVAO DEL SUR,Baguio,School with no Annexes,7.0,0.0
195,196,Region XI,Davao City,129464,Baguio CES,DAVAO CITY,3rd,673,19,Blue,Baguio,DAVAO DEL SUR,Baguio,School with no Annexes,15.0,1.0
196,197,Region XI,Davao City,129472,Tambobong ES,DAVAO CITY,3rd,749,17,Blue,Tambobong,DAVAO DEL SUR,Baguio,School with no Annexes,17.0,0.0
197,198,Region XI,Davao City,129475,Wines ES,DAVAO CITY,3rd,479,15,Blue,Wines,DAVAO DEL SUR,Baguio,School with no Annexes,13.0,0.0
198,199,Region XI,Davao City,129470,Malalan ES,DAVAO CITY,3rd,304,8,Blue,Carmen,DAVAO DEL SUR,Baguio,School with no Annexes,6.0,0.0
199,200,Region XI,Davao City,129473,Tamugan ES,DAVAO CITY,3rd,359,8,Blue,Upper Tamugan,DAVAO DEL SUR,Baguio,School with no Annexes,8.0,1.0
200,201,Region XI,Davao City,129467,Gumalang ES,DAVAO CITY,3rd,532,16,Blue,Gumalang,DAVAO DEL SUR,Baguio,School with no Annexes,17.0,0.0
201,202,Region XI,Davao City,129465,Bala ES,DAVAO CITY,3rd,76,3,Blue,Upper Tamugan,DAVAO DEL SUR,Baguio,School with no Annexes,3.0,0.0
202,203,Region XI,Davao City,304344,Elias P. Dacudao Gumalang School of Home Industries,DAVAO CITY,3rd,226,5,Blue,GUMALANG,DAVAO DEL SUR,Baguio,School with no Annexes,4.0,0.0
203,204,Region XI,Davao City,129468,Macatabo ES,DAVAO CITY,3rd,136,3,Blue,Tawantawan,DAVAO DEL SUR,Baguio,School with no Annexes,3.0,0.0
204,205,Region XI,Davao City,129471,Mangas-As ES,DAVAO CITY,3rd,151,4,Blue,Tambobong,DAVAO DEL SUR,Baguio,School with no Annexes,4.0,0.0
205,206,Region XI,Davao City,304387,Mintal NCHS - Tugbok HS,DAVAO CITY,3rd,574,9,Red,TUGBOK PROPER,DAVAO DEL SUR,Baguio,School with no Annexes,13.0,0.0
206,207,Region XI,Davao City,129469,Malagos ES,DAVAO CITY,3rd,574,14,Blue,Malagos,DAVAO DEL SUR,Baguio,School with no Annexes,13.0,0.0
207,208,Region XI,Davao City,304342,Baguio HS Of Agriculture,DAVAO CITY,3rd,198,9,Blue,TAWANTAWAN,DAVAO DEL SUR,Baguio,Mother school,5.0,0.0
208,209,Region XI,Davao City,129466,Cadalian ES,DAVAO CITY,3rd,371,11,Blue,Cadalian,DAVAO DEL SUR,Baguio,School with no Annexes,10.0,0.0
209,210,Region XI,Davao City,129484,Sasa ES,DAVAO CITY,2nd,742,10,Red,Sasa,DAVAO DEL SUR,Bangoy,School with no Annexes,11.0,0.0
210,211,Region XI,Davao City,129488,"Vicente Hizon, Sr. ES",DAVAO CITY,2nd,2746,41,Red,V. Hizon,DAVAO DEL SUR,Bangoy,School with no Annexes,37.0,1.0
211,212,Region XI,Davao City,129479,D. Asuncion ES,DAVAO CITY,2nd,1528,25,Red,Bo. Pampanga,DAVAO DEL SUR,Bangoy,School with no Annexes,34.0,0.0
212,213,Region XI,Davao City,304367,Dr. Santiago Dakudao Sr. Nat'l High School,DAVAO CITY,2nd,1070,20,Gold,"Malagamot, Panacan",DAVAO DEL SUR,Bangoy,School with no Annexes,19.0,0.0
213,214,Region XI,Davao City,129478,"Cornelio C. Reta, Sr. ES",DAVAO CITY,2nd,1102,22,Yellow,Sasa,DAVAO DEL SUR,Bangoy,School with no Annexes,23.0,0.0
214,215,Region XI,Davao City,304366,F. Bangoy NHS,DAVAO CITY,2nd,4170,39,Red,Sasa,DAVAO DEL SUR,Bangoy,School with no Annexes,41.0,0.0
215,216,Region XI,Davao City,129482,J. Cruz ES,DAVAO CITY,2nd,1052,25,Blue,Panacan,DAVAO DEL SUR,Bangoy,School with no Annexes,23.0,0.0
216,217,Region XI,Davao City,129480,F. Bangoy CES,DAVAO CITY,2nd,1424,34,Blue,Sasa,DAVAO DEL SUR,Bangoy,School with no Annexes,25.0,0.0
217,218,Region XI,Davao City,304364,E. Ramos NHS,DAVAO CITY,2nd,234,10,Blue,Angliongto Sr.,DAVAO DEL SUR,Bangoy,School with no Annexes,7.0,0.0
218,219,Region XI,Davao City,129499,San Jose Elementary School,DAVAO CITY,3rd,448,13,Blue,Eden,DAVAO DEL SUR,Binugao,School with no Annexes,11.0,0.0
219,220,Region XI,Davao City,129502,Tagurano ES,DAVAO CITY,3rd,234,6,Blue,Tagurano,DAVAO DEL SUR,Binugao,School with no Annexes,6.0,0.0
220,221,Region XI,Davao City,129495,Lourdes ES,DAVAO CITY,3rd,140,4,Blue,Catigan,DAVAO DEL SUR,Binugao,School with no Annexes,4.0,0.0
221,222,Region XI,Davao City,129503,Tibuloy ES,DAVAO CITY,3rd,316,8,Blue,Tibuloy,DAVAO DEL SUR,Binugao,School with no Annexes,7.0,0.0
222,223,Region XI,Davao City,304362,Dona Carmen Denia NHS - J. V. Ferriols HS,DAVAO CITY,3rd,448,6,Red,LIZADA,DAVAO DEL SUR,Binugao,School with no Annexes,4.0,0.0
223,224,Region XI,Davao City,304361,Dona Carmen Denia NHS,DAVAO CITY,3rd,4098,87,Yellow,TORIL,DAVAO DEL SUR,Binugao,School with no Annexes,10.0,0.0
224,225,Region XI,Davao City,304357,Crossing Bayabas NHS - E. B. Lopez Mem. NHS,DAVAO CITY,3rd,376,11,Blue,EDEN,DAVAO DEL SUR,Binugao,School with no Annexes,9.0,0.0
225,226,Region XI,Davao City,129489,Atan-Owe ES,DAVAO CITY,3rd,162,4,Blue,Atan-Owe,DAVAO DEL SUR,Binugao,School with no Annexes,6.0,0.0
226,227,Region XI,Davao City,129497,NRDP ES,DAVAO CITY,3rd,134,6,Blue,Sirawan,DAVAO DEL SUR,Binugao,School with no Annexes,4.0,1.0
227,228,Region XI,Davao City,129501,Sirawan ES,DAVAO CITY,3rd,435,11,Blue,Sirawan,DAVAO DEL SUR,Binugao,School with no Annexes,12.0,0.0
228,229,Region XI,Davao City,129496,Mt. Apo ES.,DAVAO CITY,3rd,238,7,Blue,Sibulan,DAVAO DEL SUR,Binugao,School with no Annexes,7.0,2.0
229,230,Region XI,Davao City,304398,Toril NHS,DAVAO CITY,3rd,348,8,Blue,SIRAWAN,DAVAO DEL SUR,Binugao,School with no Annexes,7.0,0.0
230,231,Region XI,Davao City,316206,Crossing Bayabas NHs - Don Enrique Bustamante NHS,DAVAO CITY,3rd,703,12,Red,BAGO GALLERA,DAVAO DEL SUR,Binugao,School with no Annexes,15.0,0.0
231,232,Region XI,Davao City,304356,Crossing Bayabas NHS,DAVAO CITY,3rd,2490,32,Red,Crossing Bayabas,DAVAO DEL SUR,Binugao,Mother school,37.0,0.0
232,233,Region XI,Davao City,129491,Bayabas ES,DAVAO CITY,3rd,275,7,Blue,Bayabas,DAVAO DEL SUR,Binugao,School with no Annexes,7.0,0.0
233,234,Region XI,Davao City,129499,San Jose Elementary School,DAVAO CITY,3rd,448,13,Blue,Eden,DAVAO DEL SUR,Binugao,School with no Annexes,11.0,0.0
234,235,Region XI,Davao City,304350,Binugao NHS,DAVAO CITY,3rd,352,8,Blue,BINUGAO,DAVAO DEL SUR,Binugao,Mother school,8.0,0.0
235,236,Region XI,Davao City,129493,C.B. Bangoy Sr. ES,DAVAO CITY,3rd,423,14,Blue,Marapangi,DAVAO DEL SUR,Binugao,School with no Annexes,12.0,0.0
236,237,Region XI,Davao City,304351,Binugao NHS - Baracatan NHS,DAVAO CITY,3rd,279,4,Red,BARACATAN,DAVAO DEL SUR,Binugao,Annex or Extension school(s),6.0,0.0
237,238,Region XI,Davao City,129498,Rizal ES,DAVAO CITY,3rd,205,6,Blue,Baracatan,DAVAO DEL SUR,Binugao,School with no Annexes,6.0,0.0
238,239,Region XI,Davao City,129492,Binugao CES,DAVAO CITY,3rd,756,16,Yellow,Binugao,DAVAO DEL SUR,Binugao,School with no Annexes,18.0,0.0
239,240,Region XI,Davao City,316207,Crossing Bayabas NHS - Camansi HS Annex,DAVAO CITY,3rd,326,5,Red,CAMANSI,DAVAO DEL SUR,Binugao,School with no Annexes,7.0,0.0
240,241,Region XI,Davao City,129500,Sirawan Beach ES,DAVAO CITY,3rd,422,12,Blue,Sirawan,DAVAO DEL SUR,Binugao,School with no Annexes,12.0,0.0
241,242,Region XI,Davao City,129494,Catigan ES,DAVAO CITY,3rd,385,10,Blue,Catigan,DAVAO DEL SUR,Binugao,School with no Annexes,10.0,0.0
242,243,Region XI,Davao City,129498,Rizal ES,DAVAO CITY,3rd,205,6,Blue,Baracatan,DAVAO DEL SUR,Binugao,School with no Annexes,6.0,0.0
243,244,Region XI,Davao City,129490,Baracatan ES,DAVAO CITY,3rd,170,10,Blue,Baracatan,DAVAO DEL SUR,Binugao,School with no Annexes,6.0,0.0
244,245,Region XI,Davao City,304345,Bernardo Carpio BHS,DAVAO CITY,2nd,2297,51,Blue,Tigatto Road,DAVAO DEL SUR,Buhangin,School with no Annexes,44.0,0.0
245,246,Region XI,Davao City,129520,Waan ES,DAVAO CITY,2nd,496,19,Blue,Waan,DAVAO DEL SUR,Buhangin,School with no Annexes,15.0,0.0
246,247,Region XI,Davao City,129506,Buhangin CES,DAVAO CITY,2nd,3540,79,Blue,Buhangin,DAVAO DEL SUR,Buhangin,School with no Annexes,22.0,0.0
247,248,Region XI,Davao City,304370,Teofilo V. Fernandez NHS (Indangan NHS),DAVAO CITY,2nd,837,19,Blue,Brgy. Indangan,DAVAO DEL SUR,Buhangin,School with no Annexes,18.0,0.0
248,249,Region XI,Davao City,129511,Fatima ES,DAVAO CITY,2nd,200,7,Blue,Mandug,DAVAO DEL SUR,Buhangin,School with no Annexes,6.0,0.0
249,250,Region XI,Davao City,129518,St. Jude ES,DAVAO CITY,2nd,672,11,Red,Buhangin,DAVAO DEL SUR,Buhangin,School with no Annexes,15.0,0.0
250,251,Region XI,Davao City,304380,Mandug NHS (Pablo Lorenzo NHS),DAVAO CITY,2nd,1116,25,Blue,Mandug,DAVAO DEL SUR,Buhangin,School with no Annexes,24.0,0.0
251,252,Region XI,Davao City,304399,Waan NHS,DAVAO CITY,2nd,202,4,Yellow,Waan,DAVAO DEL SUR,Buhangin,School with no Annexes,4.0,0.0
252,253,Region XI,Davao City,129505,Banganga ES,DAVAO CITY,2nd,180,6,Blue,Cabantian,DAVAO DEL SUR,Buhangin,School with no Annexes,8.0,0.0
253,254,Region XI,Davao City,129509,Communal ES,DAVAO CITY,2nd,605,5,Red,Communal,DAVAO DEL SUR,Buhangin,School with no Annexes,10.0,0.0
254,255,Region XI,Davao City,129517,San Isidro ES,DAVAO CITY,2nd,1590,18,Red,Buhangin,DAVAO DEL SUR,Buhangin,School with no Annexes,16.0,0.0
255,256,Region XI,Davao City,304346,Cabantian NHS,DAVAO CITY,2nd,1391,18,Red,Cabantian,DAVAO DEL SUR,Buhangin,School with no Annexes,22.0,0.0
256,257,Region XI,Davao City,129516,Pilar P. Rodriguez ES,DAVAO CITY,2nd,468,14,Blue,Tigatto,DAVAO DEL SUR,Buhangin,School with no Annexes,12.0,0.0
257,258,Region XI,Davao City,129515,Pedro S. Carriedo ES,DAVAO CITY,2nd,325,10,Blue,Buhangin,DAVAO DEL SUR,Buhangin,School with no Annexes,8.0,1.0
258,259,Region XI,Davao City,129519,T. Awad Echevarria ES,DAVAO CITY,2nd,1106,26,Blue,Mandug,DAVAO DEL SUR,Buhangin,School with no Annexes,20.0,0.0
259,260,Region XI,Davao City,129507,Cabantian ES,DAVAO CITY,2nd,957,16,Red,Cabantian,DAVAO DEL SUR,Buhangin,School with no Annexes,17.0,0.0
260,261,Region XI,Davao City,129513,Teofilo Fernandez ES,DAVAO CITY,2nd,1183,22,Gold,Indangan,DAVAO DEL SUR,Buhangin,School with no Annexes,25.0,0.0
261,262,Region XI,Davao City,129514,Lampa Lapidan ES,DAVAO CITY,2nd,216,9,Blue,Mandug,DAVAO DEL SUR,Buhangin,School with no Annexes,6.0,0.0
262,263,Region XI,Davao City,129508,Callawa ES,DAVAO CITY,2nd,563,12,Yellow,Callawa,DAVAO DEL SUR,Buhangin,School with no Annexes,12.0,0.0
263,264,Region XI,Davao City,304369,"Gorgonio Tajo, Sr. NHS",DAVAO CITY,2nd,371,12,Blue,Brgy. Callawa,DAVAO DEL SUR,Buhangin,School with no Annexes,8.0,0.0
264,265,Region XI,Davao City,129510,Dumanlas ES,DAVAO CITY,2nd,1217,15,Red,Dumanlas,DAVAO DEL SUR,Buhangin,School with no Annexes,13.0,0.0
265,266,Region XI,Davao City,129504,Acacia ES,DAVAO CITY,2nd,436,12,Blue,Acacia,DAVAO DEL SUR,Buhangin,School with no Annexes,13.0,0.0
266,267,Region XI,Davao City,129512,Galon ES,DAVAO CITY,2nd,242,7,Blue,Mandug,DAVAO DEL SUR,Buhangin,School with no Annexes,6.0,0.0
267,268,Region XI,Davao City,129522,Bunawan Aplaya ES,DAVAO CITY,2nd,873,24,Blue,Bunawan,DAVAO DEL SUR,Bunawan,School with no Annexes,20.0,0.0
268,269,Region XI,Davao City,129527,Mudiang ES,DAVAO CITY,2nd,252,6,Blue,Mudiang,DAVAO DEL SUR,Bunawan,School with no Annexes,6.0,0.0
269,270,Region XI,Davao City,129525,Gatungan ES,DAVAO CITY,2nd,207,6,Blue,Gatungan,DAVAO DEL SUR,Bunawan,School with no Annexes,7.0,1.0
270,271,Region XI,Davao City,129523,Daniel M. Perez CES,DAVAO CITY,2nd,1979,41,Yellow,Bunawan,DAVAO DEL SUR,Bunawan,School with no Annexes,44.0,0.0
271,272,Region XI,Davao City,129521,Buhisan ES,DAVAO CITY,2nd,1158,24,Yellow,Tibungco,DAVAO DEL SUR,Bunawan,School with no Annexes,24.0,0.0
272,273,Region XI,Davao City,129528,Pablo Piatos ES,DAVAO CITY,2nd,473,14,Blue,San Isidron,DAVAO DEL SUR,Bunawan,School with no Annexes,10.0,0.0
273,274,Region XI,Davao City,129530,Sto. Nino ES,DAVAO CITY,2nd,907,20,Blue,Upper Tibungco,DAVAO DEL SUR,Bunawan,School with no Annexes,20.0,0.0
274,275,Region XI,Davao City,129529,San Miguel ES,DAVAO CITY,2nd,78,3,Blue,San Isidro,DAVAO DEL SUR,Bunawan,School with no Annexes,3.0,0.0
275,276,Region XI,Davao City,129524,Felipe Calderon ES,DAVAO CITY,2nd,548,13,Blue,Budbud,DAVAO DEL SUR,Bunawan,School with no Annexes,14.0,0.0
276,277,Region XI,Davao City,304368,F. Bustamante NHS,DAVAO CITY,2nd,2910,55,Gold,Tibungco,DAVAO DEL SUR,Bunawan,Mother school,58.0,0.0
277,278,Region XI,Davao City,129526,Mahayag Elementary School,DAVAO CITY,2nd,615,14,Blue,Mahayag,DAVAO DEL SUR,Bunawan,School with no Annexes,11.0,0.0
278,279,Region XI,Davao City,129535,Lacson ES,DAVAO CITY,3rd,612,16,Blue,Lacson,DAVAO DEL SUR,Calinan,School with no Annexes,13.0,0.0
279,280,Region XI,Davao City,129532,Cawayan ES,DAVAO CITY,3rd,239,10,Blue,Cawayan,DAVAO DEL SUR,Calinan,School with no Annexes,7.0,0.0
280,281,Region XI,Davao City,129531,Calinan Central ES,DAVAO CITY,3rd,2631,46,Red,Calinan,DAVAO DEL SUR,Calinan,School with no Annexes,41.0,0.0
281,282,Region XI,Davao City,129546,Pedro P. Rodriguez ES,DAVAO CITY,3rd,474,8,Red,Tamayong,DAVAO DEL SUR,Calinan,School with no Annexes,11.0,1.0
282,283,Region XI,Davao City,129542,Sirib ES,DAVAO CITY,3rd,293,9,Blue,Riverside,DAVAO DEL SUR,Calinan,School with no Annexes,7.0,0.0
283,284,Region XI,Davao City,129534,Joaquin ES,DAVAO CITY,3rd,386,9,Blue,Biao-Joaquin,DAVAO DEL SUR,Calinan,School with no Annexes,10.0,0.0
284,285,Region XI,Davao City,129543,Subasta ES,DAVAO CITY,3rd,479,14,Blue,Subasta,DAVAO DEL SUR,Calinan,School with no Annexes,14.0,0.0
285,286,Region XI,Davao City,129537,Lorenzo ES,DAVAO CITY,3rd,104,5,Blue,Pangyan,DAVAO DEL SUR,Calinan,School with no Annexes,4.0,0.0
286,287,Region XI,Davao City,129545,Upper Sirib ES,DAVAO CITY,3rd,504,13,Blue,Tamayong,DAVAO DEL SUR,Calinan,School with no Annexes,13.0,0.0
287,288,Region XI,Davao City,304355,Calinan NHS - Wangan Nat'l. High School,DAVAO CITY,3rd,408,10,Blue,WANGAN,DAVAO DEL SUR,Calinan,School with no Annexes,9.0,0.0
288,289,Region XI,Davao City,129538,"Lt. C. Villafuerte, Sr. ES",DAVAO CITY,3rd,1799,40,Blue,Calinan,DAVAO DEL SUR,Calinan,School with no Annexes,42.0,0.0
